k_ins,k_del,k_sub,nw_coeff,scrambled_correlation,fail_correlation,core_value_min,core_value_max,core_value_mean,core_value_std,fail_core_min,fail_core_max,fail_core_mean,fail_core_std
1.5,2.0,2.0,0.5,0.46778153366191144,0.6346588201408586,0.0,1.1944444444444444,0.6371089046461696,0.18785177463383432,0.0,1.2777777777777777,0.7496145117758031,0.25903415062588053
1.5,2.0,2.0,0.8,-0.11644373265849252,0.9504988483770139,0.0,1.6714285714285715,0.6966046064934608,0.26747022203801435,0.0,1.6,0.8946596875470353,0.43541465096064663
2.0,0.5,0.5,0.2,0.9929361214512689,-0.48926549921453055,0.0,0.9,0.48889476549365407,0.22255027217872905,0.0,0.8777777777777778,0.45586586529539247,0.3517312338411948
2.0,0.5,0.5,0.5,0.8812592698413776,-0.26754276952795236,0.0,0.75,0.4153128113831085,0.13967293382885038,0.0,0.6944444444444444,0.37785583500285685,0.19871707715610953
2.0,0.5,0.5,0.8,0.2320538072987213,0.6346588201408585,0.0,0.6,0.3417308572725629,0.10858658848774234,0.0,0.5111111111111111,0.29984580471032124,0.10361366025035221
2.0,0.5,1.0,0.2,0.9792854692761896,-0.42306156383880705,0.0,0.9777777777777779,0.5278558015817807,0.21928928856899002,0.0,0.9555555555555556,0.5054336888651186,0.3382048536972199
2.0,0.5,1.0,0.5,0.695701241676871,0.09995491987527999,0.0,0.9444444444444444,0.512715401603425,0.15453413863344023,0.0,0.8888888888888888,0.5017753939271723,0.19364620949515626
2.0,0.5,1.0,0.8,0.0015335227060421332,0.8902630187022719,0.0,0.9333333333333333,0.49757500162506924,0.1776109299862023,0.0,0.8222222222222222,0.4981170989892259,0.20420173947750783
2.0,0.5,1.5,0.2,0.9752892669176081,-0.34899058830447166,0.0,1.0,0.5368275753529467,0.21830242571024053,0.0,1.0333333333333334,0.5550015124348447,0.3268655222067635
2.0,0.5,1.5,0.5,0.6491997514971475,0.4251462306060833,0.0,1.0,0.5351448360313402,0.15852222536406718,0.0,1.0833333333333335,0.6256949528514877,0.2161070551004216
2.0,0.5,1.5,0.8,-0.03668916711383027,0.9356799916142512,0.0,1.2714285714285716,0.5334620967097335,0.1930497383341094,0.0,1.2000000000000002,0.6963883932681306,0.3183002664663385
2.0,0.5,2.0,0.2,0.969343187050811,-0.2675427695279524,0.0,1.0222222222222224,0.5445734693903905,0.21797792642966374,0.0,1.1111111111111112,0.604569336004571,0.31794732344977533
2.0,0.5,2.0,0.5,0.5940507181343332,0.6346588201408586,0.0,1.0555555555555556,0.5545095711249498,0.16645228973146373,0.0,1.2777777777777777,0.7496145117758031,0.25903415062588053
2.0,0.5,2.0,0.8,-0.06304337480402109,0.9504988483770139,0.0,1.323015873015873,0.5644456728595089,0.2146651167385428,0.0,1.6,0.8946596875470353,0.43541465096064663
2.0,1.0,0.5,0.2,0.9927631801358784,-0.48926549921453055,0.0,0.9,0.48941999065129327,0.2225736377295856,0.0,0.8777777777777778,0.45586586529539247,0.3517312338411948
2.0,1.0,0.5,0.5,0.8787848519313154,-0.26754276952795236,0.0,0.75,0.41662587427720654,0.14002271229026675,0.0,0.6944444444444444,0.37785583500285685,0.19871707715610953
2.0,1.0,0.5,0.8,0.22887091734040424,0.6346588201408585,0.0,0.6,0.34383175790311965,0.10982943949066974,0.0,0.5111111111111111,0.29984580471032124,0.10361366025035221
2.0,1.0,1.0,0.2,0.9768257826054674,-0.42306156383880705,0.0,0.9800000000000001,0.5348518085583112,0.2191383030793128,0.0,0.9555555555555556,0.5054336888651186,0.3382048536972199
2.0,1.0,1.0,0.5,0.669872384715558,0.09995491987527999,0.0,0.95,0.5302054190447512,0.15792921292847278,0.0,0.8888888888888888,0.5017753939271723,0.19364620949515626
2.0,1.0,1.0,0.8,-0.013191410766110039,0.8902630187022719,0.0,0.9666666666666667,0.5255590295311912,0.1876302305245718,0.0,0.8222222222222222,0.4981170989892259,0.20420173947750783
2.0,1.0,1.5,0.2,0.9683878982352856,-0.34899058830447166,0.0,1.01,0.5527187395432955,0.2179258589555341,0.0,1.0333333333333334,0.5550015124348447,0.3268655222067635
2.0,1.0,1.5,0.5,0.5858115033232407,0.4251462306060833,0.0,1.025,0.574872746507212,0.16768955239925712,0.0,1.0833333333333335,0.6256949528514877,0.2161070551004216
2.0,1.0,1.5,0.8,-0.0668454009605253,0.9356799916142512,0.0,1.2857142857142858,0.5970267534711288,0.21793312255620478,0.0,1.2000000000000002,0.6963883932681306,0.3183002664663385
2.0,1.0,2.0,0.2,0.9621268801068824,-0.2675427695279524,0.0,1.0222222222222224,0.5608385425384492,0.2173713426634106,0.0,1.1111111111111112,0.604569336004571,0.31794732344977533
2.0,1.0,2.0,0.5,0.5336978665436395,0.6346588201408586,0.0,1.0555555555555556,0.595172253995096,0.17517324442175064,0.0,1.2777777777777777,0.7496145117758031,0.25903415062588053
2.0,1.0,2.0,0.8,-0.09308539431181713,0.9504988483770139,0.0,1.4666666666666668,0.629505965451743,0.23805709003422934,0.0,1.6,0.8946596875470353,0.43541465096064663
2.0,1.5,0.5,0.2,0.9927000224823311,-0.48926549921453055,0.0,0.9,0.489583025556979,0.22257995650536255,0.0,0.8777777777777778,0.45586586529539247,0.3517312338411948
2.0,1.5,0.5,0.5,0.8778784841776595,-0.26754276952795236,0.0,0.75,0.4170334615414209,0.14014511034822558,0.0,0.6944444444444444,0.37785583500285685,0.19871707715610953
2.0,1.5,0.5,0.8,0.22765993821926847,0.6346588201408585,0.0,0.6,0.3444838975258628,0.1102768736748591,0.0,0.5111111111111111,0.29984580471032124,0.10361366025035221
2.0,1.5,1.0,0.2,0.9730489101706661,-0.42306156383880705,0.0,1.0,0.5419323145711169,0.21927867613478735,0.0,0.9555555555555556,0.5054336888651186,0.3382048536972199
2.0,1.5,1.0,0.5,0.6355598654797806,0.09995491987527999,0.0,1.0,0.5479066840767657,0.16373713195834402,0.0,0.8888888888888888,0.5017753939271723,0.19364620949515626
2.0,1.5,1.0,0.8,-0.02589527723432894,0.8902630187022719,0.0,1.0,0.5538810535824144,0.2023294698191204,0.0,0.8222222222222222,0.4981170989892259,0.20420173947750783
2.0,1.5,1.5,0.2,0.953652641960521,-0.34899058830447166,0.0,1.0571428571428572,0.5730408863399411,0.21812472435183697,0.0,1.0333333333333334,0.5550015124348447,0.3268655222067635
2.0,1.5,1.5,0.5,0.4836841054332883,0.4251462306060833,0.0,1.1428571428571428,0.6256781134988261,0.18747898801905943,0.0,1.0833333333333335,0.6256949528514877,0.2161070551004216
2.0,1.5,1.5,0.8,-0.10100312535083875,0.9356799916142512,0.0,1.3333333333333335,0.678315340657711,0.2638928879416563,0.0,1.2000000000000002,0.6963883932681306,0.3183002664663385
2.0,1.5,2.0,0.2,0.9521470887619423,-0.2675427695279524,0.0,1.07,0.5776132027988786,0.21729039131629768,0.0,1.1111111111111112,0.604569336004571,0.31794732344977533
2.0,1.5,2.0,0.5,0.46778153366191144,0.6346588201408586,0.0,1.1944444444444444,0.6371089046461696,0.18785177463383432,0.0,1.2777777777777777,0.7496145117758031,0.25903415062588053
2.0,1.5,2.0,0.8,-0.11644373265849252,0.9504988483770139,0.0,1.6714285714285715,0.6966046064934608,0.26747022203801435,0.0,1.6,0.8946596875470353,0.43541465096064663
2.0,2.0,0.5,0.2,0.9926774008915131,-0.48926549921453055,0.0,0.9,0.48963141377068353,0.22258120170891074,0.0,0.8777777777777778,0.45586586529539247,0.3517312338411948
2.0,2.0,0.5,0.5,0.8775511561981508,-0.26754276952795236,0.0,0.75,0.41715443207568215,0.14018656188909057,0.0,0.6944444444444444,0.37785583500285685,0.19871707715610953
2.0,2.0,0.5,0.8,0.2271957374794127,0.6346588201408585,0.0,0.6,0.3446774503806808,0.11043530313148003,0.0,0.5111111111111111,0.29984580471032124,0.10361366025035221
2.0,2.0,1.0,0.2,0.972440274481345,-0.42306156383880705,0.0,1.0,0.5440963095416715,0.21925468727855257,0.0,0.9555555555555556,0.5054336888651186,0.3382048536972199
2.0,2.0,1.0,0.5,0.6299917599209585,0.09995491987527999,0.0,1.0,0.5533166715031522,0.16456211773172652,0.0,0.8888888888888888,0.5017753939271723,0.19364620949515626
2.0,2.0,1.0,0.8,-0.028678373807197868,0.8902630187022719,0.0,1.0,0.5625370334646329,0.20456292207001583,0.0,0.8222222222222222,0.4981170989892259,0.20420173947750783
2.0,2.0,1.5,0.2,0.9488402655940784,-0.34899058830447166,0.0,1.0666666666666667,0.5812412887675171,0.2181709325753578,0.0,1.0333333333333334,0.5550015124348447,0.3268655222067635
2.0,2.0,1.5,0.5,0.4556899548141248,0.4251462306060833,0.0,1.1666666666666665,0.646179119567766,0.19347797896966099,0.0,1.0833333333333335,0.6256949528514877,0.2161070551004216
2.0,2.0,1.5,0.8,-0.11064579084272809,0.9356799916142512,0.0,1.34,0.711116950368015,0.27725792718937786,0.0,1.2000000000000002,0.6963883932681306,0.3183002664663385
2.0,2.0,2.0,0.2,0.942830694300655,-0.2675427695279524,0.0,1.08,0.5935051456397671,0.21748564395948664,0.0,1.1111111111111112,0.604569336004571,0.31794732344977533
2.0,2.0,2.0,0.5,0.41756923190783335,0.6346588201408586,0.0,1.2142857142857144,0.6768387617483909,0.19942300065151045,0.0,1.2777777777777777,0.7496145117758031,0.25903415062588053
2.0,2.0,2.0,0.8,-0.13165748385810327,0.9504988483770139,0.0,1.6857142857142857,0.7601723778570146,0.29247347855011063,0.0,1.6,0.8946596875470353,0.43541465096064663
